Domain,Feature and Property,Age,,,Education,,,Gender,,,Income,,,Aboriginal,,,Asian,,,Black,,,Caucasian,,,Hispanic,,
Bail,Current Charges Reliability,-0.25012160277237583,2.642874538322119,,-0.27222091693528827,1.4594495796828322,,-1.321485314116994,1.8051310762871011,,-1.0131287170593717,0.9076589670477626,,0.0,0.38199853684254786,,-1.3400601639077687,1.5849324486626601,,-1.1083713303001792,1.9821563744980824,,-1.253927067633274,1.2956377981356624,,0.0,1.4838430994064948,
Bail,Current Charges Relevance,-0.7251851186446437,2.4450557165957423,,-0.507548963885922,2.158416412954375,,-1.1702528531322043,2.3670593819466452,,-1.4506430006743107,1.4577506355736072,,0.0,0.0,,-1.8098568979123957,1.7775613997867359,,0,1.5220520558907524,,-1.73379081737365,1.8466187233620035,,-2.412796692717186,1.437343820414905,
Bail,Current Charges Privacy,-0.8377218848854499,0.3637280412068778,,-0.5281368398271925,0.7274805985605339,,-0.9196946518180527,1.296027808790669,,-0.435727328247994,0.6470357345938029,,-1.5187613007896683,0.0,,-1.4496136583734447,1.560436432294055,,-1.8827220668827396,1.3298606316895119,,-1.8841969192309442,0.7124322236677412,,-1.948783871333462,2.00445831072555,
Bail,Current Charges Volitionality,-0.8074574513691881,0.33896064503256984,,-0.3471062361254247,0.8926989490506222,,-1.3443665920753012,0.8832474962883724,,-0.6530126377279464,0.47800987246010956,,0.0,1.664565911263973,,-1.663904180718683,1.221670785081253,,-1.2798545584822147,1.9648613971491191,,-1.7741003446668846,0.7861435355325997,,-2.2985844274536182,1.5410177356094572,
Bail,Current Charges Causes Outcome,-0.481961500498002,1.1343786168114751,,-0.5717073264430355,0.7581544875737095,,-1.345459164647529,1.311613013890302,,-0.6358913968428063,1.0203812444426414,,0.0,1.1208124012024598,,-0.9367044873120312,2.1555198931802764,,-1.3692104187202763,1.8719197752763947,,-1.3839515586910964,1.3894573975139923,,-1.8148583267820373,1.3858359625271386,
Bail,Current Charges Causes Cycle,-0.665789963577686,0.4401165129618933,,-0.5324296276137759,0.6969471574507708,,-0.9447541293266435,1.2561389658494637,,-0.5031113795472449,0.5796139252335968,,0.0,1.4987367560038203,,-1.1146216259741994,2.270911403465954,,-1.516634080689867,1.947056511677514,,-1.6449416353095687,1.150591651937456,,-2.267393652400143,1.685162502160914,
Bail,Current Charges Causes Disparity,-0.5213604656401585,0.5939285735046373,,-0.41619749163431485,0.8226988460682102,,-1.305533294404095,0.8259823730597271,,-0.6376361814826949,0.4906916858353929,,0.0,1.6246042383385297,,-0.81576300133615,2.36830543816778,,-1.5472576600200576,1.777448756097895,,-1.696300283688316,0.9347308841623643,,-2.380668428471618,1.4029463791744006,
Bail,Current Charges Caused by Group,-0.6313490435334027,0.48254047142206924,,-0.22778148448442775,1.0187991082172998,,-1.5485682417446682,0.737022118310341,,-0.7368478615683531,0.3444356440935716,,0.0,1.6826591136719864,,-1.3340184745312023,1.5874345823337772,,-1.1903845838655605,2.0288795211112887,,-1.3361670900809888,1.035552908561634,,-2.0827454118918594,1.5800787801242182,
Bail,Criminal History Reliability,-0.4984425331643834,2.073117582489289,,-0.5185420053121325,1.0705428152449419,,-1.2040621216290153,2.021783130421412,,-0.6750783533404603,1.5770780947432055,,0.0,0.30681690710294807,,-1.5692405097271729,1.2160088149893353,,0.2862733432482755,1.6247006482534423,SIG,-0.9363041817820914,1.6083167844355535,,0.0,1.2527594285002954,
Bail,Criminal History Relevance,-0.47498456543245005,2.656316990495451,,-0.8841621103208933,0.9203668292657838,,-1.0550834919660492,2.4965586283140437,,-0.6321757704730548,1.7820917309551174,,0.0,0.0,,-1.0169773387394725,1.8118544005023058,,-1.2296558651431495,1.309079432881431,,-0.9558780113963953,1.5062576295286871,,0.0,1.4917038925239101,
Bail,Criminal History Privacy,-0.956087683386628,0.29673203950197335,,-0.5741517110930157,0.7206022580889634,,-0.9756416485180676,1.26307127287758,,-0.5668721029698146,0.5552531726476393,,-1.5980418172291038,0.0,,-0.7492849999777257,2.3440055367357826,,-1.73161161211745,1.5587260353110095,,-1.7669502402429194,0.8907695612201434,,-2.1763191266700024,1.769020612732017,
Bail,Criminal History Volitionality,-0.5785040298857972,0.5165704964566333,,-0.4119162497332762,0.8091041695619752,,-1.17927561002208,0.9687105705326288,,-0.5216350933599148,0.5332368946170162,,-1.8014152046609788,0.0,,-1.487292739787976,1.5910613779402516,,-1.650331109555135,1.6174477145790567,,-1.5591944125875514,0.9710954236908181,,-1.9907233305743761,1.746356703826498,
Bail,Criminal History Causes Outcome,-0.06554189604217713,1.3361418002171332,,-0.5614611142346384,0.9634336557446421,,-1.3208088581320807,1.2440039460363719,,-0.6619772518918295,0.9371177364410217,,0.0,1.0194869299888403,,-1.2586867214362853,1.8823480909908337,,-1.223400881099015,2.091480360559168,,-1.1902280607877347,1.2630933550061734,,-2.24459194868643,1.3500296473446833,
Bail,Criminal History Causes Cycle,-0.6897776856196216,0.5653312465578318,,-0.39423862642925983,0.8752563920605534,,-0.9315738228173795,1.4004380487579655,,-0.700614890997305,0.4684507158596806,,0.0,1.3745646880087998,,-1.6865077129563264,1.359857500472742,,-1.3149028516704768,1.864362738585549,,-1.1348614507872823,1.3999918800635138,,-2.256834094837155,1.5176126127316067,
Bail,Criminal History Causes Disparity,-0.6908450553725384,0.4485190453728483,,-0.5056433946934267,0.7247709773728024,,-1.2466648021745916,0.9534022165176158,,-0.4380832786742792,0.7172159400006184,,0.0,1.796544913991624,,-1.370602329772629,1.7033689328361006,,-1.8043907261388055,1.6416521678845966,,-1.6183453800994572,0.98199749102836,,-2.102859140406023,1.6239105872260202,
Bail,Criminal History Caused by Group,-0.497040704344661,0.6420199862832954,,-0.47393704137994797,0.7583910354334146,,-1.4503694881994185,0.7409253181794754,,-0.5314477151629885,0.6186331668613403,,0.0,1.4662236314663621,,-1.3442206084780006,1.686848558501202,,-1.3928896922910996,1.929097731095613,,-1.7238229872243096,0.7051440836160342,,-1.982612107341626,1.6880637558679634,
Bail,Substance Abuse Reliability,-0.14000534895539554,1.264301034194635,,-0.5606332495542419,0.7499164618467486,,-1.2472474283111132,1.2479268772113403,,-0.7139611752297936,0.5665762998383411,,0.0,0.8118338159696578,,-0.9554831971465158,2.2350581191019834,,-1.0624845211972294,2.1241367320794287,,-1.8550857447074889,0.49604073054729386,,-1.5101993861357765,1.6749621120625664,
Bail,Substance Abuse Relevance,-0.5641664259228033,1.6262145808118231,,-0.7744237546206227,0.9780898227515339,,-1.4590971493684342,1.9326508117425885,,-0.46747138915647174,1.8037713597805307,,0.0,0.0,,-1.4924863680183416,1.838336527638362,,-1.9135967052701885,1.3429441235700095,,-1.6957691268015844,1.0970861123597422,,0.0,1.4143703313586031,
Bail,Substance Abuse Privacy,-0.8074175088548105,0.38018011872756124,,-0.5245002609526481,0.6918369259533629,,-1.1013544742072325,1.1384322354972314,,-0.4669146236772011,0.7057254861883201,,-1.979697164090545,0.0,,-1.527053957274477,1.7812842967331035,,-1.3375625616669693,2.018976257694359,,-1.2845404554245368,1.481382530829231,,-2.1495423464045333,1.7880491144657538,
Bail,Substance Abuse Volitionality,-0.5674207751211378,0.6051902244480817,,-0.35706188093912455,0.8989537235055297,,-1.196228363023099,1.0804837897194164,,-0.5596461270403388,0.6345912317563,,-2.1192112762614355,0.0,,-1.4657499288768694,1.527680282205403,,-0.8778362434729899,2.1165589880386126,,-0.9243754910281555,1.4198271769563746,,-1.242693927990466,1.9073917002999052,
Bail,Substance Abuse Causes Outcome,-0.37692790747047006,1.9284413461974157,,-0.6699471833665409,1.188210413415826,,-1.9125596398425395,0.9532560342349947,,-0.45850252738726155,1.3825488649528086,,0.0,1.225291454568727,,-1.4152257180584755,1.816478977810613,,-1.1363326372376314,1.8676830975450274,,-0.6732170799182163,1.736979845115914,,-1.589184237885772,1.4164923182320937,
Bail,Substance Abuse Causes Cycle,-0.9380361108291658,0.5431666152760484,,-0.34373432196790693,1.1008876003629384,,-1.4458773814182242,1.2514836474172815,,-0.5799972977093067,0.8467076518114668,,0.0,1.5160315973270821,,-1.9270467137942129,1.7190963375880604,,-1.5841742814042126,1.78132860632196,,-1.4942364880599437,1.428930450291103,,-2.418552142417366,1.1525803019406993,
Bail,Substance Abuse Causes Disparity,-0.756036395230981,0.4392174921230824,,-0.350372465250858,0.8795982368081392,,-1.3113645727564267,0.9040171627410053,,-0.6778272037864925,0.4763341580041525,,0.0,1.469215576543128,,-1.6517245365282023,1.7335677763320292,,-1.2912901576134947,2.011020240173384,,-1.4063822745993404,1.3755416330806423,,-2.129262743521838,1.7187248176306387,
Bail,Substance Abuse Caused by Group,-0.5228284725222908,0.5622576628868843,,-0.4532805854495073,0.7639792185910069,,-0.8320184122249018,1.3566507500787162,,-0.6115430153258472,0.5613572583347136,,0.0,1.2839740049508876,,-1.5583123852723573,1.5203215373993946,,-1.1494143659171163,2.040653062728085,,-1.3673295149970999,1.0767254152663455,,-2.318572621658697,1.440569524068651,
Bail,Employment and Living Reliability,-0.4939280902357831,0.967417268327293,,-0.44739881385646535,0.9753249350200228,,-1.2028264252134981,1.5721198902992646,,-0.7250167068689015,0.6196883515128012,,0.0,1.044148729878272,,-0.724407197056882,2.246209217884406,,-1.5494208157071259,1.7405354927322727,,-1.665901558233403,0.9446650179828232,,-1.6024290165542283,1.5829807753411824,
Bail,Employment and Living Relevance,-0.5116725853763036,1.5116889354771108,,-0.654209449056584,1.0404496511902814,,-1.616695626042186,1.3804533667884182,,-0.7087179544406862,1.1346464647904158,,0.0,0.0,,-1.0750006005861275,2.0746425353361535,,-1.5057113267410802,1.6748693084194766,,-1.5120093570850415,1.0733541381056573,,-1.5380791848266069,1.505830606154967,
Bail,Employment and Living Privacy,-0.8348600336404552,0.3025509383518301,,-0.5672362075412077,0.591809132321171,,-0.9150760904176074,1.2285566212484034,,-0.4642760955739412,0.599294486553752,,0.0,1.687606707311307,,-1.6489192212897015,1.3965332783619706,,-1.7669286132296236,1.5029330831985706,,-1.9015009862250403,0.6127140562470941,,-2.088307039757405,1.747402381793873,
Bail,Employment and Living Volitionality,-0.625554842042578,1.0492048624899906,,-0.5789463094764579,0.8086925332741947,,-1.6141973126511544,1.0853910173666497,,-0.5336530812626935,1.113386140344243,,0.0,1.53799973422496,,-0.6769680538604149,2.536663697617103,,-1.6416918167224264,1.8611726899980694,,-1.0609076410584974,1.8770871641443045,,-2.562044821021475,1.27045433955236,
Bail,Employment and Living Causes Outcome,-0.3021399587255736,1.2795454611342576,,-0.6111563144846923,0.7845347670782724,,-2.055959082065528,0.5141111621894402,,-0.53284543055436,1.0154801365124386,,0.0,1.3825171396769476,,-0.8352852405869006,2.3622324824100702,,-1.6041126092797704,1.8000570113764993,,-1.0665002590681651,1.447052167723444,,-2.1218108746678466,1.3126646850195727,
Bail,Employment and Living Causes Cycle,-0.7836944445983969,0.49249278967158333,,-0.52071575778816,0.7164550604646637,,-1.348405691343579,1.1013968320403207,,-0.5436336695609213,0.6163479821953017,,0.0,1.450098532529002,,-1.3368044646364612,2.0774313088747958,,-1.380673629231175,2.0048650631641767,,-1.2983924837050889,1.4415182307384549,,-1.8792786517089977,1.6924442436516998,
Bail,Employment and Living Causes Disparity,-0.801875205558445,0.3454173125674147,,-0.490487030190263,0.7827613462489897,,-1.445086622212373,0.8716497113308206,,-0.5059546492791799,0.7185540868084311,,0.0,1.5264658932539643,,-1.5886175751548184,1.7332794380362746,,-1.468079759069531,1.9352995757166362,,-1.603803054737264,1.1674336731877717,,-2.0908353303633134,1.5753263256786898,
Bail,Employment and Living Caused by Group,-0.8551984139639852,0.40039444799715873,,-0.4637544763916052,0.9648726994975707,,-1.6587403844073867,0.9224711874408117,,-0.648231892010717,0.6943250361025535,,0.0,1.4864009488035395,,-1.3432739083216858,1.701491040458417,,-1.1101701937524835,1.8776362937947702,,-1.0853214474437414,1.4583998815476917,,-2.2057130007595775,1.565641115121636,
Bail,Personality Reliability,-0.3764837612579629,0.7535026315096631,,-0.09617621657791042,1.197194124183253,,-1.1957204033336515,0.9666946241008776,,-0.7568724669734147,0.34863988726196415,,0.0,1.6496528372268413,,-1.4055788386207375,1.6492383126460919,,-1.5730480603441297,1.7717750851789438,,-2.034384061681133,0.5368466327074848,,-1.546816600312236,1.8886622859147584,
Bail,Personality Relevance,-0.445190165246627,1.2330525051408665,,-0.5899125220594781,0.916392813939684,,-1.5104353421584324,1.3683610500766898,,-0.747848231479194,0.7361964203415211,,0.0,0.0,,-0.9709915295289285,2.3260212049744973,,-1.4902200794019653,2.0029572414430197,,-1.2635065655973985,1.5352693066817293,,-1.9773742344866483,1.8137767114741639,
Bail,Personality Privacy,-0.5419799171420142,0.6251319884203985,,-0.5427651680852732,0.7155559925988296,,-0.9994997435985294,1.2410304043229632,,-0.2967207762533007,0.8788411975435181,,-1.4255941647068726,0.0,,-1.2338573240064248,1.9735298794025578,,-2.5101945221064526,0.5852870881815445,,-1.3885935078021387,1.272840303004253,,-2.6459213446613083,1.3762096289922183,
Bail,Personality Volitionality,-0.6579763273458734,0.5602011925435709,,-0.5741332441882876,0.6777131717205391,,-1.3272203330373238,1.1202616674195938,,-0.6890903996483074,0.5827169010408779,,0.0,1.4309075711178922,,-1.2225612356374227,1.9996501718174875,,-1.4973313189208088,2.0052681320872274,,-0.9946300204877523,1.8995969822928491,,-2.030081072218002,1.5711205537574495,
Bail,Personality Causes Outcome,-0.43014110175055037,0.9049743633662052,,-0.5397989594843647,0.7944130272454021,,-1.7097149141556112,0.8197135849106808,,-0.5043386990778737,0.8845698849692979,,0.0,1.4173043638993352,,-1.3656477950758914,1.7849114822803498,,-1.3446034408919014,2.0256836975226857,,-0.9306512293134827,1.7838997070613383,,-1.9677015046452304,1.56022939061587,
Bail,Personality Causes Cycle,-0.47691582632706325,0.7991938973528744,,-0.4347184025939543,0.803943174954007,,-1.7433623693065186,0.7052437728244453,,-0.5713859145471465,0.6627065131156967,,0.0,1.7759099157755986,,-1.0405102161820157,2.3449455245977178,,-1.5825200545861315,1.758710154976389,,-1.2273123424571928,1.5573615912970988,,-1.6958228959861756,1.8593680951607414,
Bail,Personality Causes Disparity,-0.6922790371327289,0.4035955102088538,,-0.5362318864772988,0.6739010233681343,,-1.6948818490997704,0.5649725947063049,,-0.49326531043227995,0.6296885574926532,,0.0,1.6864928558138892,,-1.4483787502507253,1.7035435493257436,,-1.2672258786187593,2.0107622320461824,,-1.5717255802481982,1.1082860878105985,,-2.4542205653471805,1.4058595984775397,
Bail,Personality Caused by Group,-0.7494428970045975,0.38186188784439357,,-0.4997367438332744,0.7037939841903527,,-1.4637219099976801,0.7411018883769468,,-0.4978859957415457,0.6076662068612771,,0.0,1.5890878914362294,,-0.8953613626903626,2.273691389101552,,-1.0681572192299214,2.2248590464901605,,-1.3236709163246365,1.1564435506690314,,-2.319102239612,1.5703457031774024,
Bail,Criminal Attitudes Reliability,-0.5062506309982829,0.5983621849451841,,-0.32610907520624477,0.9059285943392547,,-1.1473506680196053,1.0880934658497436,,-0.8767767406355359,0.2846959692594427,,0.0,1.2291595018617834,,-0.866932550538,2.51244991185798,,-1.07733695991688,2.3999797400067746,,-1.4890059535409323,1.3100870173507737,,-2.100172730450683,1.504846204670268,
Bail,Criminal Attitudes Relevance,-0.7623938138182638,0.8922442619248305,,-0.526393982010737,1.1088050970769252,,-1.392723333217488,1.5973138432451217,,-0.8154321430237398,0.8659526798076377,,0.0,0.0,,-0.8222638360176086,2.3116790813188497,,-1.6956076625228789,1.7925956790554178,,-1.974533432304302,1.1536232015609356,,-2.5247641554067726,1.3392605307186147,
Bail,Criminal Attitudes Privacy,-0.7426357536421047,0.3965483631279566,,-0.4742685972454629,0.6933976149531555,,-1.5045263766901353,0.6555128231610223,,-0.4755256054447496,0.6210436224818624,,-1.707157587170293,0.0,,-1.0850874854885733,2.0556494287972726,,-1.9166547626650903,1.5417354599179993,,-1.4093995806160367,1.2156554239628758,,-1.7603274051639597,1.8193164996888311,
Bail,Criminal Attitudes Volitionality,-0.7094238994798259,0.9704913612477933,,-0.7205534841497607,0.780906049149268,,-1.562371033699094,1.0454085250640475,,-0.623615449179147,0.7916156312947471,,0.0,1.2834025002551834,,-1.48103019908557,1.7896299198612355,,-1.3376701503468205,2.1051548457078155,,-0.5973344724163435,2.3401077298315682,,-2.127232551154246,1.451966468769692,
Bail,Criminal Attitudes Causes Outcome,-0.13570941641516462,1.5986686331622766,,-0.5639537063375076,0.9070193664645627,,-1.7818044403391164,0.9751924844776118,,-0.7073407054626918,0.8897606885873798,,0.0,0.9324089652345459,,-0.9820559174844108,2.1946455811550267,,-1.03222726825373,2.1281536804050227,,-1.1227480309729352,1.6230222307454047,,-1.8277217399072152,1.5607249204309703,
Bail,Criminal Attitudes Causes Cycle,-0.5913162418095406,0.6355337533761883,,-0.5173389043004419,0.769900636301488,,-1.2492603725250728,1.1427279512140789,,-0.6764547561507194,0.5056236208592026,,0.0,1.4362111413899452,,-1.2219111594125647,1.9848097561696014,,-1.3971418199395036,1.9077638145658653,,-1.1040758184036716,1.6522048311819955,,-2.082419072292331,1.71298258890349,
